id_solicitante,expediente,dependencia,fecha,tema,categoria_tema,dependencia_ministerio,ministerio,vencimiento_1,vencimiento_2,prorroga,estado,termino,fecha_respuesta
1,242216,MGEYA,2013-01-18,"READECUACION DE ESPACIOS FISICOS PARA PROGRAMA ""ESCUELAS INTENSIFICADAS EN UN CAMPO DE CONOCIMIENTO""",Obras públicas,DGCLEI,Educación,2013-02-04,,,Pendiente fuera de término,,
1,524829,MGEYA,2013-02-13,CANTIDAD DE NIÑOS EN LISTA DE ESPERA PARA C/UNO DE LOS GRADOS SUPERVISION 21,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-06-10
1,524901,MGEYA,2013-02-13,CANTIDAD DE NIÑOS EN LISTA DE ESPERA PARA C/UNO DE LOS GRADOS SUPERVISION 19,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-06-10
1,524997,MGEYA,2013-02-13,CANTIDAD DE NIÑOS EN LISTA DE ESPERA PARA C/UNO DE LOS GRADOS SUPERVISION 3,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-06-11
1,525083,MGEYA,2013-02-13,CANTIDAD DE NIÑOS EN LISTA DE ESPERA PARA C/UNO DE LOS GRADOS SUPERVISION 5,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-06-10
1,525156,MGEYA,2013-02-13,CANTIDAD DE NIÑOS EN LISTA DE ESPERA PARA C/UNO DE LOS GRADOS SUPERVISION 4,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-06-10
1,525238,MGEYA,2013-02-13,EXAMENES QUE SE REALIZARON EN 2012 PARA EVALUAR LA CALIDAD DE LAS ESCUELAS DE LA CIUDAD,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-03-18
1,525308,MGEYA,2013-02-13,DETALLE CUAL FUE LA CONTRUCCION DE ESCUELAS Y SECCIONES DURANTE EL 2012,Informes,DGCLEI,Educación,2013-02-28,2013-03-14,Si,Finalizado fuera de término,Fuera de término,2013-03-22
1,592005,MGEYA,2013-02-19,TIPO DE TRABAJOS DE MANTENIMIENTO DEL SERVICIO ELECTRICO EN LA VILLA 21/24 SON REALIZADAS POR UGIS Y CUALES SON COOPERATIVAS CONTRATADAS POR TAL EFECTO,Políticas públicas,UGIS,Desarrollo Económico,2013-03-06,,,Finalizado fuera de término,Fuera de término,2013-03-08
1,776526,MGEYA,2013-03-07,CANTIDAD DE ALUMNOS DE NIVEL PRIMARIO QUE HAN SOLICITADO UNA VACANTE EN EL DISTRITO ESCOLAR N° 19,Informes,DGCLEI,Educación,2013-03-21,,,Finalizado fuera de término,Fuera de término,2013-08-07
1,776716,MGEYA,2013-03-08,PRESUPUESTO EJECUTADO AÑO 2011.,Presupuesto,DGSOCAI,Jefatura de Gabinete de Ministros,2013-03-22,,,Finalizado en término,En término,2013-03-18
1,853634,MGEYA,2013-03-13,DETALLE DE CADA OBRA QUE TUVO PRESUPUESTO DURANTE EL 2012 DENTRO DE LA DG DE INFRAESTRUCTURA Y EQUIPAMIENTO,Obras públicas,DGCLEI,Educación,2013-03-27,2013-04-16,Si,Finalizado fuera de término,Fuera de término,2013-06-27
1,853782,MGEYA,2013-03-13,EQUIPOS DE ORIENTACION ESCOLAR: CREDITOS SANCIONADOS Y DEVENGADOS AÑOS 2008 A 2013,Informes,DGCLEI,Educación,2013-03-27,2013-04-16,Si,Finalizado fuera de término,Fuera de término,2013-05-31
1,1513870,MGEYA,2013-04-30,PROCESO DE REFORMA DEL CURRICULO DE TODAS LAS CARRERAS DE FORMACIÓN DOCENTE.,Informes,DGCLEI,Educación,2013-05-15,,,Finalizado fuera de término,Fuera de término,2013-05-31
2,3554747,MGEYA,2013-08-07,NORMAS CORRESPONDIENTES AL EDIFICIO SITO EN AV. DE MAYO 748,Permisos de obra,DGROC,Desarrollo Urbano,2013-08-22,,,Finalizado fuera de término,Fuera de término,2013-08-26
4,2524428,UAC15,2013-06-18,HABILITACIÓN LAVADERO SITO EN AV. TRIUNVIRATO 3195,Habilitaciones,DGHYP,AGC,2013-07-04,,,Finalizado fuera de término,Fuera de término,2013-08-02
5,793707,MGEYA,2013-03-08,DATOS VARIOS SOBRE RED DE SUBTERRANEOS,Obras públicas,SBASE,Desarrollo Urbano,2013-03-22,,,Finalizado fuera de término,Fuera de término,2013-07-12
9,352781,MGEYA,2013-01-28,CONTENIDO NOTA 111609-2008 DGFYCO,Informes,DGFYCO,AGC,2013-02-14,,,Finalizado en término,En término,2013-02-07
9,551778,MGEYA,2013-02-15,NOTA 111609-DGFYCO-2008 QUE INFORMA EX. 352781/2013.,Habilitaciones,DGFYCO,AGC,2013-03-04,,,Finalizado en término,En término,2013-02-28
10,2696124,MGEYA,2013-06-27,HABILITACION DE LOCAL SITO EN SANABRIA 2733,Habilitaciones,DGHYP,AGC,2013-07-12,,,Finalizado en término,En término,2013-07-11
12,1135333,MGEYA,2013-04-09,ESTADO DE OBRAS DE REPARACION DE AZOTEAS Y FILTRACIONES DE LA MEDIANERA DE LA ESCUELA N° 13,Informes,DGCLEI,Educación,2013-04-23,,,Pendiente fuera de término,,
14,774549,MGEYA,2013-03-07,DATOS VARIOS SOBRE INTERVENCION QUE SE REALIZARA EN LA PLAZA INTENDENTE ALVEAR EN RELACION CON EL ACCESO A LA ESTACION PLAZA FRANCIA LINEA H,Obras públicas,SBASE,Desarrollo Urbano,2013-03-21,,,Finalizado fuera de término,Fuera de término,2013-03-22
14,774945,MGEYA,2013-03-07,DATOS VARIOS SOBRE INTERVENCION REALIZADA EN LA LINEA A DE SUBTERRANEOS,Obras públicas,SBASE,Desarrollo Urbano,2013-03-21,,,Finalizado fuera de término,Fuera de término,2013-05-06
15,1245684,MGEYA,2013-04-16,HABILITACION  DE 'AB DESARROLLOS INMOBILIARIOS' O ' ADRIANA BERETTA DESARROLLOS INMOBILIARIOS' SITO EN CALLE VIRREY LORETE 1520 Y AV. LOS INCAS 3267 PISO 2,Habilitaciones,DGHYP,AGC,2013-04-30,,,Finalizado fuera de término,Fuera de término,2013-05-09
16,2294025,MGEYA,2013-06-07,INFORME COMPLETO DE LOCAL DE VENTA DE DIARIOS Y REVISTAS SITO EN JUANA DE MANZO 1161/1175,Habilitaciones,DGFYC,AGC,2013-06-25,,,Finalizado en término,En término,2013-06-18
16,2294125,MGEYA,2013-06-07,INFORME COMPLETO DE DENUNCIA DE VENTA DE DIARIOS Y REVISTAS SITO EN JUANA DE MANZO 1161/1175,Habilitaciones,DG Ordenamiento del Espacio Publico,Ambiente y Espacio Público,2013-06-25,,,Finalizado en término,En término,2013-06-25
16,3387238,MGEYA,2013-07-30,RESPONDA POR ESCRITO LA RENOVACION DE PERMISO PUESTO N°100 DEL CUAL ES TITULAR Y SE ENCUENTRA SIN RENOVAR,Concesiones/ Permisos de uso,DGOEP,Ambiente y Espacio Público,2013-08-13,,,Finalizado fuera de término,Fuera de término,2013-08-14
17,209167,MGEYA,2013-01-16,EX.76915/1958 HOTEL DE SOLER 3343/37 PARA RESPONDER CONSULTA AL PADRON EX.307220/2012 CONSTATAR CON VISTA DEL EXPEDIENTE ORIGINAL,Habilitaciones,DGHYP,AGC,2013-01-30,,,Finalizado fuera de término,Fuera de término,2013-02-19
17,209322,MGEYA,2013-01-16,EX. 189809/1967 HOTEL DE SOLER 3343/37 PARA RESPONDER CONSULTA AL PADRON EX. 307220/2012 CONSTATAR CON VISTA DEL EXPENDIENTE ORIGINAL,Habilitaciones,DGHYP,AGC,2013-01-30,,,Finalizado fuera de término,Fuera de término,2013-02-19
18,2497393,MGEYA,2013-06-17,DATOS VARIOS SOBRE OBRA SITO EN TTE. GRAL. EUSTAQUIO FRIAS 256/258 ,Permisos de obra,DGROC,Desarrollo Urbano,2013-07-03,,,Finalizado en término,En término,2013-07-03
19,2641206,MGEYA,2013-06-25,INFORMACION SOBRE EX. 61693/1992. DISPOSICION 34892/1992 DE HABILITACION COMERCIAL DE LA PROPIEDAD DE LA CALLE LIMA 141,Habilitaciones,DGHYP,AGC,2013-07-10,,,Finalizado en término,En término,2013-07-08
20,860190,MGEYA,2013-03-13,HABILITACION DEL LOCAL BAILABLE 'CAIX' SITO EN RAFAEL OBLIGADO 1221,Habilitaciones,DGHYP,AGC,2013-03-27,,,Finalizado en término,En término,2013-03-22
21,2703265,MGEYA,2013-06-27,EX. 1303523/2009 RELACIONADOS CON EL PERMISO DE OBRA DE LA CALLE PASAJE PUENTE DEL INCA 4078,Permisos de obra,DGROC,Desarrollo Urbano,2013-07-12,,,Finalizado fuera de término,Fuera de término,2013-07-31
22,749785,MGEYA,2013-03-06,ESTADO DE EX. 43588/2010. MOTIVOS POR LOS CUALES NO PUEDE SOLICITARSE FINAL DE OBRA PARA PODER ESCRITURAR PROPIEDAD.,Permisos de obra,DGROC,Desarrollo Urbano,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-04-29
23,1573521,MGEYA,2013-05-06,PLANO DE OBRA EDIFICIO SITO EN CORONEL RAMON LISTA 5186 E INFORMACION DEL TIPO DE ZONIFICACION DE CANTIDAD DE PISOS,Permisos de obra,DGROC,Desarrollo Urbano,2013-05-20,,,Finalizado en término,En término,2013-05-15
24,1521994,MGEYA,2013-04-30,INUNDACIÓN DEL 2 DE ABRIL EN BARRIOS LINDANTES A LA CUENCA DEL ARROYO MALDONADO. DATOS SOBRE OBRA HIDRÁULICA ARROYO MALDONADO,Obras públicas,DGTAL,Desarrollo Urbano,2013-05-15,,,Finalizado fuera de término,Fuera de término,2013-07-12
25,387716,MGEYA,2013-01-30,INFORMACION OBRA SITO CALLE BATHURST 3374,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-18,,,Finalizado en término,En término,2013-02-13
26,1196339,MGEYA,2013-04-12,DATOS VARIOS SOBRE DISPOSITIVOS DENOMINADOS 'BOTONES ANTI PANICO' ,Políticas públicas,SS Administración Policía Metropolitana,Justicia y Seguridad,2013-04-26,,,Finalizado fuera de término,Fuera de término,2013-08-16
27,2755695,MGEYA,2013-07-01,CANTIDAD DE PEDIDOS DE ACCESO A LA INFORMACION PUBLICA QUE FUERON PRESENTADOS ANTES LA AGENCIA A SU CARGO DURANTE EL TRANSCURSO DEL AÑO 2012,Informes,APRA,APRA,2013-07-16,,,Finalizado en término,En término,2013-07-16
27,2755942,MGEYA,2013-07-01,SI SE ELABORO EL INFORME ANUAL PREVISTO EN EL ART. 49 DE GESTION INTEGRAL DE RESIDUOS SOLIDOS URBANOS DE LA CABA,Informes,DGTAL,Ambiente y Espacio Público,2013-07-16,,,Pendiente fuera de término,,
27,2943944,MGEYA,2013-07-10,LA EMPRESA 'ARENERA BUENOS AIRES SA'  ESTARIA OCUPANDO LA RIBERA EN PARTE DE SU PROCESO PRODUCTIVO SIN CONTAR CON HABILITACION EN LA BOCA. INDIQUE SI SE TOMO CONOCIMIENTOS Y QUE MEDIDAS SE TOMARON,Concesiones/ Permisos de uso,APRA,APRA,2013-07-24,2013-08-07,Si,Finalizado fuera de término,Fuera de término,2013-09-03
27,2944192,MGEYA,2013-07-10,EN QUE CONSISTE EL PLAN DE PREVENCION DE INUNDACIONES PARA EL BARRIO DE LA BOCA,Políticas públicas,DGTAL,Desarrollo Urbano,2013-07-24,,,Finalizado en término,En término,2013-07-12
27,2944349,MGEYA,2013-07-10,INDIQUE CUAL ES EL ESTADO DE SITUACION DE CUMPLIMIENTO DE LA NORMATIVA AMBIENTAL RESPECTO A ENDESA COSTANERA S.A,Normativa,APRA,APRA,2013-07-24,2013-08-07,Si,Finalizado fuera de término,Fuera de término,2013-09-03
28,2333938,MGEYA,2013-06-10,VISTA Y COPIA DE EX. 1458569/09 CORRESPONDIENTE A LA LICITACION PUBLICA N| 3-DGCYC-2010 S/ REGISTRO DE CÁMARAS DEL PE Y CAMARAS DE VIDEOVIGILANCIA PRIVADAS,Actuaciones/ Denuncias/ Reclamos,DG Administrativa y Legal de la Policia Metropolitana,Justicia y Seguridad,2013-06-26,2013-07-11,Si,Finalizado fuera de término,Fuera de término,2013-07-26
29,1382616,MGEYA,2013-04-23,DATOS VARIOS DEL TOTAL DEL PERSONAL DE PLANTA PERMANENTE Y CONTRATADO DEL INTITUTO DE JUEGOS Y APUESTAS,RRHH,Instituto de Juegos y Apuestas,Hacienda,2013-05-08,,,Finalizado en término,En término,2013-05-08
29,2171143,MGEYA,2013-06-03,REITERA EX. 1413579/2013 GASTOS DE CAPACITACION PARA EL PERSONAL DEL INSTITUTO DE JUEGOS Y APUESTAS,Actuaciones/ Denuncias/ Reclamos,Instituto de Juegos y Apuestas,Hacienda,2013-06-17,,,Finalizado en término,En término,2013-06-12
30,2001875,MGEYA,2013-05-27,QUE MEDIDAS SE HAN TOMADO RESPECTO DE LA RESOLUCION 3020/2012 DE LA DEFENSORIA DEL PUEBLO DE CABA POR LA CUAL  SE RECOMIENDA LA INMEDIATA DESCONEXION Y POSTERIOR  DESMATALAMIENTO DE LA INSTALACION DENUNCIADA,Políticas públicas,Jefatura de Gabinete de Ministros,Jefatura de Gabinete de Ministros,2013-06-10,2013-06-26,,Finalizado fuera de término,Fuera de término,2013-07-04
31,3086743,MGEYA,2013-07-17,OBRAS EJECUTADAS Y/O EN EJECUCION QUE SE OBSERVAN EN EL BARRIO 'MANUEL DORREGO' QUE ABARCAN E INCLUYEN DISTINTAS TAREAS Y RUBROS,Obras públicas,IVC,Desarrollo Económico,2013-07-31,,,Finalizado en término,En término,2013-07-31
33,407786,COMUNA 14,2013-02-01,INFORMACION SOBRE EMPRESA PRIVADA U ORGANISMO DEL GOBIERNO DE LA CIUDAD A CARGO DE LA PUESTA EN VALOR DEL GRUPO ESCULTORICO SITO CALLES CHARCAS Y SALGUERO,Compras y contrataciones del GCABA,DG Espacios Verdes,Ambiente y Espacio Público,2013-02-19,,,Finalizado en término,En término,2013-02-14
34,3096323,MGEYA,2013-07-17,ACTIVIDADES Y RESULTADOS EN AREA DE SEGURIDAD DESDE EL 10/12/2011 A LA FECHA POR LA COMISION DE JUSTICIA Y SEGURIDAD VIAL Y CIUDADANA DE LA COMUNA 1,Informes,COMUNA 1,Secretaría de Gestión Comunal y Atención Ciudadana,2013-07-31,,,Pendiente fuera de término,,
35,462562,MGEYA,2013-02-06,DATOS VARIOS SOBRE SITUACION SOCIAL DE CIUDADANOS QUE HABITABAN EN EL PARQUE CENTENARIO,Inversión social,DGTAL,Desarrollo Social,2013-02-25,,,Pendiente fuera de término,,
36,1633586,MGEYA,2013-05-08,HABILITACION HOTEL SITO CALLE VENEZUELA 2380,Habilitaciones,DGHYP,AGC,2013-05-22,,,Finalizado en término,En término,2013-05-20
37,831498,MGEYA,2013-03-12,SOLICITA INFORMACION COMPLEMENTARIA DE EX. 540.291/2013 S/OBRA AV.MONTES DE OCA 1525,Permisos de obra,DGROC,Desarrollo Urbano,2013-03-26,,,Finalizado en término,En término,2013-03-21
38,3528872,MGEYA,2013-08-06,HABILITACION LOCAL SITO EN BOMPLAND 1670 'CHUPITOS BAR' ,Habilitaciones,DGHYP,AGC,2013-08-21,,,Finalizado fuera de término,Fuera de término,2013-08-27
39,540291,MGEYA,2013-02-14,REFERENTE AL EX. 22618/2008 OBRA SITA EN AV. MONTES DE OCA 1525,Permisos de obra,DGROC,Desarrollo Urbano,2013-03-01,,,Finalizado fuera de término,Fuera de término,2013-03-06
39,3130465,MGEYA,2013-07-18,REFERENTE A OBRA SITA EN MARTIN IGNACIO LOYOLA 43,Permisos de obra,DGROC,Desarrollo Urbano,2013-08-01,,,Finalizado fuera de término,Fuera de término,2013-08-26
40,259337,MGEYA,2013-01-21,PERMISO SE OBRA EN PERDIO DE CALLE RAMSAY 2546,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-05,,,Finalizado en término,En término,2013-01-30
40,259464,MGEYA,2013-01-21,PERMISO SE OBRA NUEVA EN AV. MONROE 1122/24/32/34/50,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-05,,,Finalizado en término,En término,2013-02-05
40,1512195,MGEYA,2013-04-30,PERMISO DE OBRA AV. PTE. FIGUEROA ALCORTA 7174 ESQ. RAMSAY 2546/96.,Permisos de obra,DGROC,Desarrollo Urbano,2013-05-15,,,Finalizado fuera de término,Fuera de término,2013-06-05
41,1780210,MGEYA,2013-05-16,PERSONAL AFECTADO A TAREAS EN LA INUNDACION DEL PASADO 2 DE ABRIL 2013 EN LA COMUNA 12. CANTIDAD DE PERSONAS Y DETALLE DE PROFESIONALES POR AREA,RRHH,SS Emergencias,Justicia y Seguridad,2013-05-30,,,Finalizado en término,En término,2013-05-28
41,2356565,MGEYA,2013-06-11,RESPUESTA AL PEDIDO DE INFORME DE RESOLUCIÓN Nº 36/2013 EX. 1394989/2013 S/INUNDACIÓN 2 ABRIL,Actuaciones/ Denuncias/ Reclamos,SS Emergencias,Justicia y Seguridad,2013-06-27,,,Finalizado fuera de término,Fuera de término,2013-09-16
42,1879716,MGEYA,2013-05-21,INFORMACION RELACIONADA CON EL PRESUPUESTO DESTINADO AL SUBTERRANEO HASTA EL MOMENTO COMO TAMBIEN LOS PLANES A  FUTURO ESPECIALMENTE CON RESPECTO A LA LINEA B,Presupuesto,SBASE,Jefatura de Gabinete de Ministros,2013-06-04,,,Finalizado en término,En término,2013-05-28
43,2848272,MGEYA,2013-07-04,HABILITACION DE LOCAL SITO EN BERON DE ASTRADA 2888,Habilitaciones,DGHYP,AGC,2013-07-19,,,Finalizado en término,En término,2013-07-11
44,3142212,MGEYA,2013-07-19,HABILITACION LOCAL SITO EN CARLOS PELLEGRINI 737,Habilitaciones,DGHYP,AGC,2013-08-02,,,Finalizado fuera de término,Fuera de término,2013-08-15
45,1363790,MGEYA,2013-04-22,CAUSAS POR LAS CUALES FUE RETIRADO DEL PARQUE LOS ANDES EN LE BARRIO DE CHACARITA EL MONUMENTO 'LOS ANDES',Políticas públicas,DGTAL,Ambiente y Espacio Público,2013-05-07,2013-05-21,Si,Finalizado fuera de término,Fuera de término,2013-06-05
45,1392861,MGEYA,2013-04-23,CAUSAS Y A PEDIDO DE QUIEN FUE RETIRADO DEL PARQUE LOS ANDES EN LE BARRIO DE CHACARITA EL MONUMENTO 'LOS ANDES',Políticas públicas,DGTAL,Cultura,2013-05-08,2013-05-22,Si,Finalizado en término,En término,2013-05-09
46,986458,MGEYA,2013-03-22,EX. 162.818C 937 S/ PREDIO DEL CLUB ALMAGRO ,Informes,DGTAL,Cultura,2013-04-11,2013-04-25,Si,Finalizado en término,En término,2013-04-17
46,986487,MGEYA,2013-03-22,PROBLEMAS DE PAGO DE SUBSIDIOS A LAS BIBLIOTECAS POPULARES DE LA COMUNA 15,Presupuesto,DGTAL,Cultura,2013-04-11,2013-04-25,Si,Finalizado fuera de término,Fuera de término,2013-05-14
46,2368218,MGEYA,2013-06-11,CUMPLIMIENTO DE LA LEY 3011/2009 S/EXPROPIACIÓN PREDIO FRAGATA SARMIENTO 2152/54 Y CREACIÓN DE UN CESAC,Políticas públicas,DGLYT,Salud,2013-06-27,,,Finalizado fuera de término,Fuera de término,2013-07-12
46,2368624,MGEYA,2013-06-11,CUMPLIMIENTO DE COMPROMISO ASUMIDO POR LA VICEJEFA DE LA LEY 3011/2009 S/EXPROPIACIÓN PREDIO FRAGATA SARMIENTO 2152/54 Y CREACIÓN DE UN CESAC,Políticas públicas,DGLYT,Salud,2013-06-27,,,Finalizado fuera de término,Fuera de término,2013-07-12
47,1509050,MGEYA,2013-04-30,HABILITACIÓN  COLEGIO AV. DIRECTORIO 2959,Habilitaciones,DGHYP,AGC,2013-05-15,,,Finalizado fuera de término,Fuera de término,2013-05-24
49,3021489,MGEYA,2013-07-12,INMUEBLE SITO EN CALLA PTE. LUIS SAENZ PEÑA 828/830/832.,Informes,Secretaria de Planeamiento,Desarrollo Urbano,2013-07-26,,,Finalizado fuera de término,Fuera de término,2013-08-23
50,2088892,MGEYA,2013-05-30,PORCENTAJE DE PRESUPUESTO QUE SE DESTINO EN EL AÑO 2012 Y CUANDO SE DESTINA ACTUALMENTE AL CANAL 'SEÑAL DE CABLE CIUDAD ABIERTA',Presupuesto,SS Medios y Prensa,Secretaría de Medios,2013-06-13,,,Finalizado fuera de término,Fuera de término,2013-07-02
51,1906420,MGEYA,2013-05-22,CANTIDAD DE DENUNCIAS POR ROBO EN LA CABA AÑO 2011,Informes,DGSOCAI,Jefatura de Gabinete de Ministros,2013-06-05,,,Finalizado fuera de término,Fuera de término,2013-07-26
52,3056500,MGEYA,2013-07-15,DATOS VARIOS SOBRE HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO,Informes,DGLYT,Salud,2013-07-29,,,Finalizado fuera de término,Fuera de término,2013-08-13
53,1244911,MGEYA,2013-04-16,HABILITACION SIMPLE CON PLANOS EX.1583223/2012,Habilitaciones,DGHYP,AGC,2013-04-30,,,Finalizado fuera de término,Fuera de término,2013-05-10
54,1742238,MGEYA,2013-05-15,HABILITACION DE FABRICA SITO EN CALLE NOGOYA 4755,Habilitaciones,DGHYP,AGC,2013-05-29,,,Finalizado en término,En término,2013-05-22
55,2674048,MGEYA,2013-06-26,REITERA EX. 2171484/13 REF. GASTOS DE PROVEEDORES,Actuaciones/ Denuncias/ Reclamos,DG Contaduria,Hacienda,2013-07-11,,,Finalizado fuera de término,Fuera de término,2013-08-14
56,54421,MGEYA,2013-01-08,"COPIA PLANO HABILITACION DE HOTEL ""LOS AMIGOS"" UBICADO EN VIEL 1185/87 ",Habilitaciones,DGHYP,AGC,2013-01-22,,,Finalizado fuera de término,Fuera de término,2013-03-04
57,3339793,MGEYA,2013-07-29,INFORME SOBRE LINDERO UBICADO EN EL MARGEN IZQUIERDO DEL PREDIO UBICADO EN LA CALLE HIPOLITO YRIGOYEN 2370,Permisos de obra,DGROC,Desarrollo Urbano,2013-08-12,,,Finalizado en término,En término,2013-08-05
58,4505138,COMUNA 14,2013-09-30,DATOS VARIOS SOBRE LA OBRA DE ALPI SITA EN SALGUERO 1619,Permisos de obra,DGROC,Desarrollo Urbano,2013-10-15,,,Finalizado en término,En término,2013-10-09
59,2052560,COMUNA 13,2013-10-03,RESPECTO DE LAS SOLICITUDES DE SUBSIDIOS PARA DAMNIFICADOS POR CATASTROFE METEOROLOGICA DÍAS 1 Y 2 DE BRIL PRESENTADAS DETALLADO POR CADA COMUNA,Políticas públicas,SS Emergencias,Justicia y Seguridad,2013-10-18,,,Finalizado fuera de término,Fuera de término,2014-01-06
59,7382654,COMUNA 13,2013-12-26,DATOS VARIOS SOBRE REQUERIMIENTO REALIZADO POR EL CONSEJO PROFESIONAL DE ARQUITECTURA Y URBANISMO (CPAU),Normativa,Procuración General de la Ciudad,Procuración General de la CABA,2014-01-14,,,Finalizado en término,En término,2014-01-13
58,5540240,COMUNA 14,2013-10-15,INFORME DE MANERA EXHAUSTIVA SOBRE EL ACCIONAR DE LOS DISTINTOS ORGANISMOS DEPENDIENTES DEL GOBIERNO QUE HAYAN INTERVENIDO EN EL CASO DE LA MUERTE DEL VECINO ALEJANDRO 'PECHITO' FERREIRO,Políticas públicas,DGTAL,Desarrollo Social,2013-10-29,,,Finalizado fuera de término,Fuera de término,2013-11-04
60,6634786,COMUNA 3,2013-11-20,DATOS VARIOS SOBRE CONSTRUCCION SITO EN RINCON 1562,Permisos de obra,DGROC,Desarrollo Urbano,2013-12-06,,,Finalizado fuera de término,Fuera de término,2013-12-12
61,6686658,COMUNA 4,2013-11-02,DATOS VARIOS SOBRE EMPRESA 'ABYPER S.A' SITO EN AV. DEL BARCO CENTENERA 3113/15 POR DENUNCIAS EN SU CONTRA INFORME SI DISPONE DE HABILITACIÓN Y VERIFIQUE CUESTIONES VARIAS,,DGFYC,AGC,2013-12-09,,,,,
62,6433345,COMUNA 5,2013-11-12,DATOS VARIOS SOBRE EVALUACION DE IMPACTO AMBIENTAL PARA LA RECIENTE OBRA PUBLICA DEL 'METROBUS 9 DE JULIO',Informes,SS Transito,Jefatura de Gabinete de Ministros,2013-11-27,2013-12-12,Si,Finalizado fuera de término,Fuera de término,2013-12-26
63,3618041,COMUNA 6,2013-08-12,TOMAR VISTA EX. 1059275/2010 QUE VERSA SOBRE UN PROYECTO DE AMPLIACION DEL MUSEO ARGENTINO DE CIENCIAS NATURALES 'BERNARDINO RIVADAVIA',Actuaciones/ Denuncias/ Reclamos,DGIUR,Desarrollo Urbano,2013-08-27,,,Finalizado en término,En término,2013-08-26
63,5399973,COMUNA 6,2013-10-10,CANTIDAD DE PERSONAS QUE PRESTAN SERVICIO EN EL AMBITO DEL GOBIERNO DE LA CIUDAD AUTONOMA DE BUENOS AIRES,RRHH,SS Gestion RRHH,Modernización,2013-10-25,,,Finalizado fuera de término,Fuera de término,2013-10-29
